localDate,cityId,cityName,speciesId,speciesName,disposition,evidenceGrade,seasonalPotential,strongestActiveMode,numericStatus
2025-07-20,ludington_mi,Ludington,chinook_salmon,Chinook Salmon,admit,A,3.709,summer_coldwater_access,disabled_candidate
2025-07-27,ludington_mi,Ludington,chinook_salmon,Chinook Salmon,admit,A,4.155,summer_coldwater_access,disabled_candidate
2025-08-03,ludington_mi,Ludington,chinook_salmon,Chinook Salmon,admit,A,4.627,summer_coldwater_access,disabled_candidate
2025-08-10,ludington_mi,Ludington,chinook_salmon,Chinook Salmon,admit,A,5.1,summer_coldwater_access,disabled_candidate
2025-08-17,ludington_mi,Ludington,chinook_salmon,Chinook Salmon,admit,A,5.716,fall_harbor_staging,disabled_candidate
2025-08-24,ludington_mi,Ludington,chinook_salmon,Chinook Salmon,admit,A,7.074,fall_harbor_staging,disabled_candidate
2025-08-31,ludington_mi,Ludington,chinook_salmon,Chinook Salmon,admit,A,8.227,fall_harbor_staging,disabled_candidate
2025-09-07,ludington_mi,Ludington,chinook_salmon,Chinook Salmon,admit,A,7.716,fall_harbor_staging,disabled_candidate
2025-09-14,ludington_mi,Ludington,chinook_salmon,Chinook Salmon,admit,A,7.205,fall_harbor_staging,disabled_candidate
2025-09-21,ludington_mi,Ludington,chinook_salmon,Chinook Salmon,admit,A,6.694,fall_harbor_staging,disabled_candidate
2025-09-28,ludington_mi,Ludington,chinook_salmon,Chinook Salmon,admit,A,5.672,fall_harbor_staging,disabled_candidate
2025-10-05,ludington_mi,Ludington,chinook_salmon,Chinook Salmon,admit,A,4.65,fall_harbor_staging,disabled_candidate
2025-10-12,ludington_mi,Ludington,chinook_salmon,Chinook Salmon,admit,A,3.628,fall_harbor_staging,disabled_candidate
2025-10-19,ludington_mi,Ludington,chinook_salmon,Chinook Salmon,admit,A,2.687,fall_harbor_staging,disabled_candidate
2025-10-26,ludington_mi,Ludington,chinook_salmon,Chinook Salmon,admit,A,1.779,fall_harbor_staging,disabled_candidate
2025-11-02,ludington_mi,Ludington,chinook_salmon,Chinook Salmon,admit,A,1,spring_nearshore_transient,disabled_candidate
2025-11-09,ludington_mi,Ludington,chinook_salmon,Chinook Salmon,admit,A,1,spring_nearshore_transient,disabled_candidate
2025-11-16,ludington_mi,Ludington,chinook_salmon,Chinook Salmon,admit,A,1,spring_nearshore_transient,disabled_candidate
2025-11-23,ludington_mi,Ludington,chinook_salmon,Chinook Salmon,admit,A,1,spring_nearshore_transient,disabled_candidate
2025-11-30,ludington_mi,Ludington,chinook_salmon,Chinook Salmon,admit,A,1,spring_nearshore_transient,disabled_candidate
2025-12-07,ludington_mi,Ludington,chinook_salmon,Chinook Salmon,admit,A,1,spring_nearshore_transient,disabled_candidate
2025-12-14,ludington_mi,Ludington,chinook_salmon,Chinook Salmon,admit,A,1,spring_nearshore_transient,disabled_candidate
2025-12-21,ludington_mi,Ludington,chinook_salmon,Chinook Salmon,admit,A,1,spring_nearshore_transient,disabled_candidate
2025-12-28,ludington_mi,Ludington,chinook_salmon,Chinook Salmon,admit,A,1,spring_nearshore_transient,disabled_candidate
2025-01-05,ludington_mi,Ludington,coho_salmon,Coho Salmon,admit,A,1,spring_nearshore,disabled_candidate
2025-01-12,ludington_mi,Ludington,coho_salmon,Coho Salmon,admit,A,1,spring_nearshore,disabled_candidate
2025-01-19,ludington_mi,Ludington,coho_salmon,Coho Salmon,admit,A,1,spring_nearshore,disabled_candidate
2025-01-26,ludington_mi,Ludington,coho_salmon,Coho Salmon,admit,A,1,spring_nearshore,disabled_candidate
2025-02-02,ludington_mi,Ludington,coho_salmon,Coho Salmon,admit,A,1,spring_nearshore,disabled_candidate
2025-02-09,ludington_mi,Ludington,coho_salmon,Coho Salmon,admit,A,1,spring_nearshore,disabled_candidate
2025-02-16,ludington_mi,Ludington,coho_salmon,Coho Salmon,admit,A,1.032,spring_nearshore,disabled_candidate
2025-02-23,ludington_mi,Ludington,coho_salmon,Coho Salmon,admit,A,1.252,spring_nearshore,disabled_candidate
2025-03-02,ludington_mi,Ludington,coho_salmon,Coho Salmon,admit,A,1.473,spring_nearshore,disabled_candidate
2025-03-09,ludington_mi,Ludington,coho_salmon,Coho Salmon,admit,A,1.708,spring_nearshore,disabled_candidate
2025-03-16,ludington_mi,Ludington,coho_salmon,Coho Salmon,admit,A,1.983,spring_nearshore,disabled_candidate
2025-03-23,ludington_mi,Ludington,coho_salmon,Coho Salmon,admit,A,2.257,spring_nearshore,disabled_candidate
2025-03-30,ludington_mi,Ludington,coho_salmon,Coho Salmon,admit,A,2.548,spring_nearshore,disabled_candidate
2025-04-06,ludington_mi,Ludington,coho_salmon,Coho Salmon,admit,A,2.787,spring_nearshore,disabled_candidate
2025-04-13,ludington_mi,Ludington,coho_salmon,Coho Salmon,admit,A,2.694,spring_nearshore,disabled_candidate
2025-04-20,ludington_mi,Ludington,coho_salmon,Coho Salmon,admit,A,2.602,spring_nearshore,disabled_candidate
2025-04-27,ludington_mi,Ludington,coho_salmon,Coho Salmon,admit,A,2.51,spring_nearshore,disabled_candidate
2025-05-04,ludington_mi,Ludington,coho_salmon,Coho Salmon,admit,A,2.417,spring_nearshore,disabled_candidate
2025-05-11,ludington_mi,Ludington,coho_salmon,Coho Salmon,admit,A,2.249,spring_nearshore,disabled_candidate
2025-05-18,ludington_mi,Ludington,coho_salmon,Coho Salmon,admit,A,2.068,spring_nearshore,disabled_candidate
2025-05-25,ludington_mi,Ludington,coho_salmon,Coho Salmon,admit,A,1.886,spring_nearshore,disabled_candidate
2025-06-01,ludington_mi,Ludington,coho_salmon,Coho Salmon,admit,A,1.705,spring_nearshore,disabled_candidate
2025-06-08,ludington_mi,Ludington,coho_salmon,Coho Salmon,admit,A,1.528,spring_nearshore,disabled_candidate
2025-06-15,ludington_mi,Ludington,coho_salmon,Coho Salmon,admit,A,1.36,spring_nearshore,disabled_candidate
2025-06-22,ludington_mi,Ludington,coho_salmon,Coho Salmon,admit,A,1.275,summer_coldwater_access,disabled_candidate
2025-06-29,ludington_mi,Ludington,coho_salmon,Coho Salmon,admit,A,1.435,summer_coldwater_access,disabled_candidate
2025-07-06,ludington_mi,Ludington,coho_salmon,Coho Salmon,admit,A,1.595,summer_coldwater_access,disabled_candidate
2025-07-13,ludington_mi,Ludington,coho_salmon,Coho Salmon,admit,A,1.778,summer_coldwater_access,disabled_candidate
2025-07-20,ludington_mi,Ludington,coho_salmon,Coho Salmon,admit,A,1.962,summer_coldwater_access,disabled_candidate
2025-07-27,ludington_mi,Ludington,coho_salmon,Coho Salmon,admit,A,2.145,summer_coldwater_access,disabled_candidate
2025-08-03,ludington_mi,Ludington,coho_salmon,Coho Salmon,admit,A,2.343,summer_coldwater_access,disabled_candidate
2025-08-10,ludington_mi,Ludington,coho_salmon,Coho Salmon,admit,A,2.551,summer_coldwater_access,disabled_candidate
2025-08-17,ludington_mi,Ludington,coho_salmon,Coho Salmon,admit,A,2.513,summer_coldwater_access,disabled_candidate
2025-08-24,ludington_mi,Ludington,coho_salmon,Coho Salmon,admit,A,2.157,fall_harbor_staging,disabled_candidate
2025-08-31,ludington_mi,Ludington,coho_salmon,Coho Salmon,admit,A,2.509,fall_harbor_staging,disabled_candidate
2025-09-07,ludington_mi,Ludington,coho_salmon,Coho Salmon,admit,A,2.914,fall_harbor_staging,disabled_candidate
2025-09-14,ludington_mi,Ludington,coho_salmon,Coho Salmon,admit,A,3.339,fall_harbor_staging,disabled_candidate
2025-09-21,ludington_mi,Ludington,coho_salmon,Coho Salmon,admit,A,3.765,fall_harbor_staging,disabled_candidate
2025-09-28,ludington_mi,Ludington,coho_salmon,Coho Salmon,admit,A,4.19,fall_harbor_staging,disabled_candidate
2025-10-05,ludington_mi,Ludington,coho_salmon,Coho Salmon,admit,A,4.634,fall_harbor_staging,disabled_candidate
2025-10-12,ludington_mi,Ludington,coho_salmon,Coho Salmon,admit,A,5.085,fall_harbor_staging,disabled_candidate
2025-10-19,ludington_mi,Ludington,coho_salmon,Coho Salmon,admit,A,5.536,fall_harbor_staging,disabled_candidate
2025-10-26,ludington_mi,Ludington,coho_salmon,Coho Salmon,admit,A,5.195,fall_harbor_staging,disabled_candidate
2025-11-02,ludington_mi,Ludington,coho_salmon,Coho Salmon,admit,A,4.723,fall_harbor_staging,disabled_candidate
2025-11-09,ludington_mi,Ludington,coho_salmon,Coho Salmon,admit,A,3.883,fall_harbor_staging,disabled_candidate
2025-11-16,ludington_mi,Ludington,coho_salmon,Coho Salmon,admit,A,2.895,fall_harbor_staging,disabled_candidate
2025-11-23,ludington_mi,Ludington,coho_salmon,Coho Salmon,admit,A,1.981,fall_harbor_staging,disabled_candidate
2025-11-30,ludington_mi,Ludington,coho_salmon,Coho Salmon,admit,A,1.123,fall_harbor_staging,disabled_candidate
2025-12-07,ludington_mi,Ludington,coho_salmon,Coho Salmon,admit,A,1,spring_nearshore,disabled_candidate
2025-12-14,ludington_mi,Ludington,coho_salmon,Coho Salmon,admit,A,1,spring_nearshore,disabled_candidate
2025-12-21,ludington_mi,Ludington,coho_salmon,Coho Salmon,admit,A,1,spring_nearshore,disabled_candidate
2025-12-28,ludington_mi,Ludington,coho_salmon,Coho Salmon,admit,A,1,spring_nearshore,disabled_candidate
2025-01-05,ludington_mi,Ludington,steelhead,Steelhead,admit,A,3.818,winter_spring_thermal_front,disabled_candidate
2025-01-12,ludington_mi,Ludington,steelhead,Steelhead,admit,A,3.938,winter_spring_thermal_front,disabled_candidate
2025-01-19,ludington_mi,Ludington,steelhead,Steelhead,admit,A,4.058,winter_spring_thermal_front,disabled_candidate
2025-01-26,ludington_mi,Ludington,steelhead,Steelhead,admit,A,4.178,winter_spring_thermal_front,disabled_candidate
2025-02-02,ludington_mi,Ludington,steelhead,Steelhead,admit,A,4.298,winter_spring_thermal_front,disabled_candidate
2025-02-09,ludington_mi,Ludington,steelhead,Steelhead,admit,A,4.418,winter_spring_thermal_front,disabled_candidate
2025-02-16,ludington_mi,Ludington,steelhead,Steelhead,admit,A,4.538,winter_spring_thermal_front,disabled_candidate
2025-02-23,ludington_mi,Ludington,steelhead,Steelhead,admit,A,4.658,winter_spring_thermal_front,disabled_candidate
2025-03-02,ludington_mi,Ludington,steelhead,Steelhead,admit,A,4.777,winter_spring_thermal_front,disabled_candidate
2025-03-09,ludington_mi,Ludington,steelhead,Steelhead,admit,A,4.897,winter_spring_thermal_front,disabled_candidate
2025-03-16,ludington_mi,Ludington,steelhead,Steelhead,admit,A,5.032,winter_spring_thermal_front,disabled_candidate
2025-03-23,ludington_mi,Ludington,steelhead,Steelhead,admit,A,5.258,winter_spring_thermal_front,disabled_candidate
2025-03-30,ludington_mi,Ludington,steelhead,Steelhead,admit,A,5.484,winter_spring_thermal_front,disabled_candidate
2025-04-06,ludington_mi,Ludington,steelhead,Steelhead,admit,A,5.71,winter_spring_thermal_front,disabled_candidate
2025-04-13,ludington_mi,Ludington,steelhead,Steelhead,admit,A,5.935,winter_spring_thermal_front,disabled_candidate
2025-04-20,ludington_mi,Ludington,steelhead,Steelhead,admit,A,5.458,winter_spring_thermal_front,disabled_candidate
2025-04-27,ludington_mi,Ludington,steelhead,Steelhead,admit,A,4.7,winter_spring_thermal_front,disabled_candidate
2025-05-04,ludington_mi,Ludington,steelhead,Steelhead,admit,A,3.942,winter_spring_thermal_front,disabled_candidate
2025-05-11,ludington_mi,Ludington,steelhead,Steelhead,admit,A,3.183,winter_spring_thermal_front,disabled_candidate
2025-05-18,ludington_mi,Ludington,steelhead,Steelhead,admit,A,2.441,winter_spring_thermal_front,disabled_candidate
2025-05-25,ludington_mi,Ludington,steelhead,Steelhead,admit,A,1.721,winter_spring_thermal_front,disabled_candidate
2025-06-01,ludington_mi,Ludington,steelhead,Steelhead,admit,A,3,summer_thermal_break_or_upwelling,disabled_candidate
2025-06-08,ludington_mi,Ludington,steelhead,Steelhead,admit,A,2.912,summer_thermal_break_or_upwelling,disabled_candidate
2025-06-15,ludington_mi,Ludington,steelhead,Steelhead,admit,A,2.824,summer_thermal_break_or_upwelling,disabled_candidate
2025-06-22,ludington_mi,Ludington,steelhead,Steelhead,admit,A,2.736,summer_thermal_break_or_upwelling,disabled_candidate
2025-06-29,ludington_mi,Ludington,steelhead,Steelhead,admit,A,2.648,summer_thermal_break_or_upwelling,disabled_candidate
2025-07-06,ludington_mi,Ludington,steelhead,Steelhead,admit,A,2.56,summer_thermal_break_or_upwelling,disabled_candidate
2025-07-13,ludington_mi,Ludington,steelhead,Steelhead,admit,A,2.391,summer_thermal_break_or_upwelling,disabled_candidate
2025-07-20,ludington_mi,Ludington,steelhead,Steelhead,admit,A,2.221,summer_thermal_break_or_upwelling,disabled_candidate
2025-07-27,ludington_mi,Ludington,steelhead,Steelhead,admit,A,2.052,summer_thermal_break_or_upwelling,disabled_candidate
2025-08-03,ludington_mi,Ludington,steelhead,Steelhead,admit,A,1.882,summer_thermal_break_or_upwelling,disabled_candidate
2025-08-10,ludington_mi,Ludington,steelhead,Steelhead,admit,A,1.713,summer_thermal_break_or_upwelling,disabled_candidate
2025-08-17,ludington_mi,Ludington,steelhead,Steelhead,admit,A,1.549,summer_thermal_break_or_upwelling,disabled_candidate
2025-08-24,ludington_mi,Ludington,steelhead,Steelhead,admit,A,1.389,summer_thermal_break_or_upwelling,disabled_candidate
2025-08-31,ludington_mi,Ludington,steelhead,Steelhead,admit,A,1.678,fall_harbor_staging,disabled_candidate
2025-09-07,ludington_mi,Ludington,steelhead,Steelhead,admit,A,2.468,fall_harbor_staging,disabled_candidate
2025-09-14,ludington_mi,Ludington,steelhead,Steelhead,admit,A,3.259,fall_harbor_staging,disabled_candidate
2025-09-21,ludington_mi,Ludington,steelhead,Steelhead,admit,A,4.142,fall_harbor_staging,disabled_candidate
2025-09-28,ludington_mi,Ludington,steelhead,Steelhead,admit,A,5.061,fall_harbor_staging,disabled_candidate
2025-10-05,ludington_mi,Ludington,steelhead,Steelhead,admit,A,5.981,fall_harbor_staging,disabled_candidate
2025-10-12,ludington_mi,Ludington,steelhead,Steelhead,admit,A,6.964,fall_harbor_staging,disabled_candidate
2025-10-19,ludington_mi,Ludington,steelhead,Steelhead,admit,A,7.958,fall_harbor_staging,disabled_candidate
2025-10-26,ludington_mi,Ludington,steelhead,Steelhead,admit,A,7.631,fall_harbor_staging,disabled_candidate
2025-11-02,ludington_mi,Ludington,steelhead,Steelhead,admit,A,7.085,fall_harbor_staging,disabled_candidate
2025-11-09,ludington_mi,Ludington,steelhead,Steelhead,admit,A,6.538,fall_harbor_staging,disabled_candidate
2025-11-16,ludington_mi,Ludington,steelhead,Steelhead,admit,A,5.395,fall_harbor_staging,disabled_candidate
2025-11-23,ludington_mi,Ludington,steelhead,Steelhead,admit,A,4.252,fall_harbor_staging,disabled_candidate
2025-11-30,ludington_mi,Ludington,steelhead,Steelhead,admit,A,3.13,fall_harbor_staging,disabled_candidate
2025-12-07,ludington_mi,Ludington,steelhead,Steelhead,admit,A,2.315,winter_spring_thermal_front,disabled_candidate
2025-12-14,ludington_mi,Ludington,steelhead,Steelhead,admit,A,2.734,winter_spring_thermal_front,disabled_candidate
2025-12-21,ludington_mi,Ludington,steelhead,Steelhead,admit,A,3.152,winter_spring_thermal_front,disabled_candidate
2025-12-28,ludington_mi,Ludington,steelhead,Steelhead,admit,A,3.571,winter_spring_thermal_front,disabled_candidate
2025-01-05,ludington_mi,Ludington,brown_trout,Brown Trout,admit,A,4.621,winter_harbor_open_water,disabled_candidate
2025-01-12,ludington_mi,Ludington,brown_trout,Brown Trout,admit,A,4.816,winter_harbor_open_water,disabled_candidate
2025-01-19,ludington_mi,Ludington,brown_trout,Brown Trout,admit,A,4.779,winter_harbor_open_water,disabled_candidate
2025-01-26,ludington_mi,Ludington,brown_trout,Brown Trout,admit,A,4.566,winter_harbor_open_water,disabled_candidate
2025-02-02,ludington_mi,Ludington,brown_trout,Brown Trout,admit,A,4.354,winter_harbor_open_water,disabled_candidate
2025-02-09,ludington_mi,Ludington,brown_trout,Brown Trout,admit,A,4.142,winter_harbor_open_water,disabled_candidate
2025-02-16,ludington_mi,Ludington,brown_trout,Brown Trout,admit,A,3.929,winter_harbor_open_water,disabled_candidate
2025-02-23,ludington_mi,Ludington,brown_trout,Brown Trout,admit,A,3.717,winter_harbor_open_water,disabled_candidate
2025-03-02,ludington_mi,Ludington,brown_trout,Brown Trout,admit,A,3.453,winter_harbor_open_water,disabled_candidate
2025-03-09,ludington_mi,Ludington,brown_trout,Brown Trout,admit,A,3.597,spring_nearshore,disabled_candidate
2025-03-16,ludington_mi,Ludington,brown_trout,Brown Trout,admit,A,4.603,spring_nearshore,disabled_candidate
2025-03-23,ludington_mi,Ludington,brown_trout,Brown Trout,admit,A,5.608,spring_nearshore,disabled_candidate
2025-03-30,ludington_mi,Ludington,brown_trout,Brown Trout,admit,A,6.676,spring_nearshore,disabled_candidate
2025-04-06,ludington_mi,Ludington,brown_trout,Brown Trout,admit,A,7.559,spring_nearshore,disabled_candidate
2025-04-13,ludington_mi,Ludington,brown_trout,Brown Trout,admit,A,7.268,spring_nearshore,disabled_candidate
2025-04-20,ludington_mi,Ludington,brown_trout,Brown Trout,admit,A,6.978,spring_nearshore,disabled_candidate
2025-04-27,ludington_mi,Ludington,brown_trout,Brown Trout,admit,A,6.687,spring_nearshore,disabled_candidate
2025-05-04,ludington_mi,Ludington,brown_trout,Brown Trout,admit,A,6.397,spring_nearshore,disabled_candidate
2025-05-11,ludington_mi,Ludington,brown_trout,Brown Trout,admit,A,6.068,spring_nearshore,disabled_candidate
2025-05-18,ludington_mi,Ludington,brown_trout,Brown Trout,admit,A,5.509,spring_nearshore,disabled_candidate
2025-05-25,ludington_mi,Ludington,brown_trout,Brown Trout,admit,A,4.95,spring_nearshore,disabled_candidate
2025-06-01,ludington_mi,Ludington,brown_trout,Brown Trout,admit,A,4.39,spring_nearshore,disabled_candidate
2025-06-08,ludington_mi,Ludington,brown_trout,Brown Trout,admit,A,3.831,spring_nearshore,disabled_candidate
2025-06-15,ludington_mi,Ludington,brown_trout,Brown Trout,admit,A,3.272,spring_nearshore,disabled_candidate
2025-06-22,ludington_mi,Ludington,brown_trout,Brown Trout,admit,A,2.735,spring_nearshore,disabled_candidate
2025-06-29,ludington_mi,Ludington,brown_trout,Brown Trout,admit,A,2.207,spring_nearshore,disabled_candidate
2025-07-06,ludington_mi,Ludington,brown_trout,Brown Trout,admit,A,1.679,spring_nearshore,disabled_candidate
2025-07-13,ludington_mi,Ludington,brown_trout,Brown Trout,admit,A,1.151,spring_nearshore,disabled_candidate
2025-07-20,ludington_mi,Ludington,brown_trout,Brown Trout,admit,A,1,winter_harbor_open_water,disabled_candidate
2025-07-27,ludington_mi,Ludington,brown_trout,Brown Trout,admit,A,1,winter_harbor_open_water,disabled_candidate
2025-08-03,ludington_mi,Ludington,brown_trout,Brown Trout,admit,A,1.028,fall_harbor,disabled_candidate
2025-08-10,ludington_mi,Ludington,brown_trout,Brown Trout,admit,A,1.128,fall_harbor,disabled_candidate
2025-08-17,ludington_mi,Ludington,brown_trout,Brown Trout,admit,A,1.227,fall_harbor,disabled_candidate
2025-08-24,ludington_mi,Ludington,brown_trout,Brown Trout,admit,A,1.326,fall_harbor,disabled_candidate
2025-08-31,ludington_mi,Ludington,brown_trout,Brown Trout,admit,A,1.425,fall_harbor,disabled_candidate
2025-09-07,ludington_mi,Ludington,brown_trout,Brown Trout,admit,A,1.524,fall_harbor,disabled_candidate
2025-09-14,ludington_mi,Ludington,brown_trout,Brown Trout,admit,A,1.628,fall_harbor,disabled_candidate
2025-09-21,ludington_mi,Ludington,brown_trout,Brown Trout,admit,A,1.744,fall_harbor,disabled_candidate
2025-09-28,ludington_mi,Ludington,brown_trout,Brown Trout,admit,A,1.86,fall_harbor,disabled_candidate
2025-10-05,ludington_mi,Ludington,brown_trout,Brown Trout,admit,A,1.976,fall_harbor,disabled_candidate
2025-10-12,ludington_mi,Ludington,brown_trout,Brown Trout,admit,A,2.092,fall_harbor,disabled_candidate
2025-10-19,ludington_mi,Ludington,brown_trout,Brown Trout,admit,A,2.207,fall_harbor,disabled_candidate
2025-10-26,ludington_mi,Ludington,brown_trout,Brown Trout,admit,A,2.334,fall_harbor,disabled_candidate
2025-11-02,ludington_mi,Ludington,brown_trout,Brown Trout,admit,A,2.462,fall_harbor,disabled_candidate
2025-11-09,ludington_mi,Ludington,brown_trout,Brown Trout,admit,A,2.59,fall_harbor,disabled_candidate
2025-11-16,ludington_mi,Ludington,brown_trout,Brown Trout,admit,A,2.793,winter_harbor_open_water,disabled_candidate
2025-11-23,ludington_mi,Ludington,brown_trout,Brown Trout,admit,A,3.06,winter_harbor_open_water,disabled_candidate
2025-11-30,ludington_mi,Ludington,brown_trout,Brown Trout,admit,A,3.327,winter_harbor_open_water,disabled_candidate
2025-12-07,ludington_mi,Ludington,brown_trout,Brown Trout,admit,A,3.594,winter_harbor_open_water,disabled_candidate
2025-12-14,ludington_mi,Ludington,brown_trout,Brown Trout,admit,A,3.861,winter_harbor_open_water,disabled_candidate
2025-12-21,ludington_mi,Ludington,brown_trout,Brown Trout,admit,A,4.128,winter_harbor_open_water,disabled_candidate
2025-12-28,ludington_mi,Ludington,brown_trout,Brown Trout,admit,A,4.396,winter_harbor_open_water,disabled_candidate
2025-01-05,ludington_mi,Ludington,lake_trout,Lake Trout,exclude,D,,,unavailable_by_decision
2025-01-12,ludington_mi,Ludington,lake_trout,Lake Trout,exclude,D,,,unavailable_by_decision
2025-01-19,ludington_mi,Ludington,lake_trout,Lake Trout,exclude,D,,,unavailable_by_decision
2025-01-26,ludington_mi,Ludington,lake_trout,Lake Trout,exclude,D,,,unavailable_by_decision
2025-02-02,ludington_mi,Ludington,lake_trout,Lake Trout,exclude,D,,,unavailable_by_decision
2025-02-09,ludington_mi,Ludington,lake_trout,Lake Trout,exclude,D,,,unavailable_by_decision
2025-02-16,ludington_mi,Ludington,lake_trout,Lake Trout,exclude,D,,,unavailable_by_decision
2025-02-23,ludington_mi,Ludington,lake_trout,Lake Trout,exclude,D,,,unavailable_by_decision
2025-03-02,ludington_mi,Ludington,lake_trout,Lake Trout,exclude,D,,,unavailable_by_decision
2025-03-09,ludington_mi,Ludington,lake_trout,Lake Trout,exclude,D,,,unavailable_by_decision
2025-03-16,ludington_mi,Ludington,lake_trout,Lake Trout,exclude,D,,,unavailable_by_decision
2025-03-23,ludington_mi,Ludington,lake_trout,Lake Trout,exclude,D,,,unavailable_by_decision
2025-03-30,ludington_mi,Ludington,lake_trout,Lake Trout,exclude,D,,,unavailable_by_decision
2025-04-06,ludington_mi,Ludington,lake_trout,Lake Trout,exclude,D,,,unavailable_by_decision
2025-04-13,ludington_mi,Ludington,lake_trout,Lake Trout,exclude,D,,,unavailable_by_decision
2025-04-20,ludington_mi,Ludington,lake_trout,Lake Trout,exclude,D,,,unavailable_by_decision
2025-04-27,ludington_mi,Ludington,lake_trout,Lake Trout,exclude,D,,,unavailable_by_decision
2025-05-04,ludington_mi,Ludington,lake_trout,Lake Trout,exclude,D,,,unavailable_by_decision
2025-05-11,ludington_mi,Ludington,lake_trout,Lake Trout,exclude,D,,,unavailable_by_decision
2025-05-18,ludington_mi,Ludington,lake_trout,Lake Trout,exclude,D,,,unavailable_by_decision
2025-05-25,ludington_mi,Ludington,lake_trout,Lake Trout,exclude,D,,,unavailable_by_decision
2025-06-01,ludington_mi,Ludington,lake_trout,Lake Trout,exclude,D,,,unavailable_by_decision
2025-06-08,ludington_mi,Ludington,lake_trout,Lake Trout,exclude,D,,,unavailable_by_decision
2025-06-15,ludington_mi,Ludington,lake_trout,Lake Trout,exclude,D,,,unavailable_by_decision
2025-06-22,ludington_mi,Ludington,lake_trout,Lake Trout,exclude,D,,,unavailable_by_decision
2025-06-29,ludington_mi,Ludington,lake_trout,Lake Trout,exclude,D,,,unavailable_by_decision
2025-07-06,ludington_mi,Ludington,lake_trout,Lake Trout,exclude,D,,,unavailable_by_decision
2025-07-13,ludington_mi,Ludington,lake_trout,Lake Trout,exclude,D,,,unavailable_by_decision
